,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1179,1,1,1,0,43,1,1,0,1,0,1,1,0,1,94,3953.15,0,0,1,0,1,0,0,0,0,1,0
1180,1,0,0,0,39,1,0,0,0,0,1,0,0,1,49,1971.15,0,1,0,0,0,0,1,1,0,0,0
1181,1,1,0,0,21,1,0,0,0,1,0,1,0,1,60,1236.15,1,1,0,0,1,0,0,1,0,0,0
1182,1,0,0,0,57,0,0,1,0,1,0,1,1,1,53,3196.0,0,1,0,0,1,0,0,0,0,1,0
1183,0,0,1,0,53,1,0,0,0,0,1,1,1,1,93,4872.2,0,0,1,0,0,1,0,0,0,1,0
1184,1,0,1,1,18,1,0,1,0,1,0,1,0,1,87,1500.5,0,0,1,0,1,0,0,0,0,0,1
1185,0,0,0,0,1,1,1,0,0,0,0,0,1,1,60,60.15,1,1,0,0,1,0,0,0,0,1,0
1186,0,0,1,0,58,1,1,1,0,0,1,0,0,1,61,3478.75,0,1,0,0,0,1,0,1,0,0,0
1187,0,1,0,0,71,1,1,0,0,1,0,1,1,0,104,7413.55,0,0,1,0,0,0,1,1,0,0,0
1188,0,0,0,0,35,1,0,0,0,1,1,1,1,1,99,3532.0,0,0,1,0,0,1,0,0,0,1,0
1189,1,0,0,0,3,1,0,0,0,1,0,0,1,0,85,256.75,0,0,1,0,1,0,0,0,1,0,0
1190,1,0,0,0,38,1,1,1,1,0,0,1,1,1,104,3887.25,0,0,1,0,0,1,0,0,0,1,0
1191,1,0,1,1,35,1,1,1,1,1,1,0,0,1,69,2490.15,0,1,0,0,0,0,1,0,1,0,0
1192,1,0,0,0,7,1,1,0,0,1,0,1,0,1,90,593.45,1,0,1,0,1,0,0,0,0,1,0
1193,0,0,0,0,47,1,0,0,0,1,1,1,1,0,74,3510.3,0,1,0,0,0,0,1,0,0,0,1
1194,0,0,0,0,14,1,0,0,1,0,0,0,0,0,50,765.45,0,1,0,0,1,0,0,0,0,1,0
1195,0,1,1,0,20,1,0,0,1,0,0,0,1,1,60,1259.35,0,1,0,0,1,0,0,0,0,1,0
1196,1,0,1,0,66,1,1,1,1,0,1,1,1,0,85,5538.35,0,1,0,0,0,0,1,0,0,1,0
1197,1,0,1,0,15,1,0,0,0,0,0,0,0,1,19,340.85,0,0,0,1,1,0,0,0,1,0,0
1198,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20,844.45,0,0,0,1,0,0,1,1,0,0,0
1199,0,0,1,0,17,1,1,1,0,0,0,0,0,0,78,1348.95,0,0,1,0,1,0,0,0,0,1,0
1200,1,0,0,0,37,1,1,0,1,0,1,1,1,1,104,3778.0,0,0,1,0,0,1,0,0,1,0,0
1201,0,0,0,0,12,1,0,0,1,0,0,0,0,1,49,611.65,0,1,0,0,1,0,0,0,0,1,0
1202,1,0,1,0,53,1,0,0,1,0,0,1,1,1,94,4867.95,1,0,1,0,0,1,0,1,0,0,0
1203,0,0,0,0,60,1,1,0,0,0,0,0,0,0,25,1505.05,0,0,0,1,0,0,1,0,0,0,1
1204,1,0,1,1,18,0,0,0,0,0,0,0,0,0,25,467.85,0,1,0,0,1,0,0,0,1,0,0
1205,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74,74.9,1,0,1,0,1,0,0,0,0,1,0
1206,0,0,0,0,3,1,0,0,0,0,0,0,0,1,70,194.2,0,0,1,0,1,0,0,0,0,1,0
1207,0,0,0,1,9,1,0,0,0,0,1,1,1,1,69,571.45,0,1,0,0,1,0,0,0,1,0,0
1208,0,0,0,0,1,1,0,0,0,0,0,1,0,1,80,80.25,1,0,1,0,1,0,0,0,0,1,0
1209,1,0,1,0,56,1,1,1,1,1,0,0,0,1,93,5253.95,0,0,1,0,0,1,0,0,0,1,0
1210,1,0,1,1,17,1,0,0,0,0,0,0,0,1,69,1149.65,1,0,1,0,1,0,0,0,0,1,0
1211,0,0,1,1,11,1,1,0,0,0,1,0,1,1,66,740.8,1,1,0,0,1,0,0,0,0,1,0
1212,1,0,0,0,7,1,0,0,0,0,0,0,0,1,69,521.35,0,0,1,0,1,0,0,0,0,1,0
1213,0,0,1,1,69,1,0,0,0,0,0,0,0,0,20,1412.65,0,0,0,1,0,0,1,1,0,0,0
1214,1,0,0,0,19,1,1,0,0,0,0,0,1,1,86,1532.45,1,0,1,0,1,0,0,1,0,0,0
1215,0,0,1,1,3,1,0,0,0,0,0,0,1,1,80,250.05,1,0,1,0,1,0,0,0,0,1,0
1216,1,0,1,1,54,1,0,0,0,0,0,0,0,0,20,1090.6,0,0,0,1,0,0,1,0,1,0,0
1217,1,0,1,0,62,1,1,0,0,0,0,0,0,1,23,1446.8,0,0,0,1,0,1,0,0,1,0,0
1218,1,0,0,0,24,1,1,0,1,0,0,1,0,1,90,2282.55,1,0,1,0,1,0,0,0,1,0,0
1219,0,0,1,1,62,1,1,0,0,0,0,1,1,1,70,4300.45,0,1,0,0,1,0,0,0,1,0,0
1220,1,0,0,0,17,1,1,1,0,0,0,0,1,0,65,1111.2,0,1,0,0,1,0,0,1,0,0,0
1221,1,0,0,0,9,0,0,0,0,0,0,0,0,1,24,190.1,0,1,0,0,1,0,0,0,0,0,1
1222,1,0,1,1,64,1,0,1,0,1,1,1,0,0,69,4447.75,0,1,0,0,0,0,1,0,0,0,1
1223,0,0,0,0,2,1,1,0,0,0,0,0,0,1,75,143.35,1,0,1,0,1,0,0,0,0,1,0
1224,1,0,1,1,1,1,0,0,0,0,0,0,0,1,45,45.85,1,1,0,0,1,0,0,0,0,0,1
1225,0,0,1,0,16,0,0,0,0,0,1,1,1,1,49,810.2,1,1,0,0,1,0,0,0,0,1,0
1226,0,0,1,0,72,1,1,0,0,0,0,0,0,0,24,1830.05,0,0,0,1,0,0,1,1,0,0,0
1227,1,0,0,0,30,1,1,1,1,1,0,0,0,0,90,2820.65,0,0,1,0,0,1,0,1,0,0,0
1228,0,0,1,0,49,1,1,1,0,0,0,1,1,1,100,4847.35,0,0,1,0,1,0,0,0,0,0,1
1229,1,0,1,0,61,1,1,1,0,1,1,0,1,0,75,4729.3,0,1,0,0,0,0,1,0,1,0,0
1230,1,0,1,1,47,1,1,0,1,0,0,1,0,0,87,4017.45,0,0,1,0,1,0,0,0,0,1,0
1231,1,0,0,0,20,1,0,1,0,1,0,0,1,0,64,1398.6,0,1,0,0,1,0,0,0,1,0,0
1232,1,0,1,1,34,1,0,0,0,0,0,1,0,0,78,2564.3,1,0,1,0,1,0,0,0,0,1,0
1233,0,0,1,1,70,1,1,0,0,0,0,0,0,0,24,1685.9,0,0,0,1,0,0,1,1,0,0,0
1234,1,0,0,1,54,1,0,1,1,0,1,1,1,1,105,5826.65,0,0,1,0,0,1,0,0,0,1,0
1235,1,1,1,0,61,1,1,0,1,1,1,1,0,1,98,6066.55,0,0,1,0,0,1,0,0,0,0,1
1236,1,0,0,0,3,1,1,0,0,0,0,0,0,1,76,228.4,1,0,1,0,1,0,0,0,0,1,0
1237,1,0,0,0,13,1,0,0,0,0,0,0,0,0,19,270.2,0,0,0,1,0,1,0,0,0,0,1
1238,0,1,0,0,16,1,1,0,0,0,0,1,1,1,96,1529.2,1,0,1,0,1,0,0,0,0,1,0
1239,0,0,1,1,3,1,0,0,1,0,0,1,0,1,58,168.6,0,1,0,0,1,0,0,0,1,0,0
1240,1,0,0,0,25,1,0,0,0,0,0,0,0,1,20,536.35,0,0,0,1,1,0,0,0,0,0,1
1241,1,0,0,0,30,1,1,1,0,0,0,0,1,1,64,1888.45,0,1,0,0,1,0,0,0,0,0,1
1242,0,0,1,0,21,0,0,1,0,0,0,0,0,0,28,629.35,0,1,0,0,1,0,0,0,0,1,0
1243,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45.3,1,1,0,0,1,0,0,0,0,1,0
1244,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19,289.3,1,0,0,1,1,0,0,1,0,0,0
1245,1,1,1,0,23,1,0,0,0,0,0,1,1,1,90,2117.25,0,0,1,0,1,0,0,0,0,1,0
1246,0,0,1,1,45,1,1,1,1,0,0,1,1,1,105,4730.9,0,0,1,0,1,0,0,0,0,1,0
1247,0,0,1,1,24,1,1,0,1,1,0,0,0,0,83,2033.05,0,0,1,0,0,1,0,1,0,0,0
1248,0,0,0,0,11,1,1,0,0,0,1,1,0,0,90,987.95,1,0,1,0,1,0,0,0,0,1,0
1249,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45.05,1,1,0,0,1,0,0,0,0,0,1
1250,0,0,1,0,56,1,1,0,0,1,1,1,1,0,103,5744.35,0,0,1,0,0,0,1,1,0,0,0
1251,0,0,0,0,1,1,0,0,1,0,0,0,0,0,75,75.8,1,0,1,0,1,0,0,0,0,1,0
1252,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.45,0,0,0,1,1,0,0,0,0,1,0
1253,0,0,0,0,7,1,0,0,0,0,0,0,1,1,79,523.15,1,0,1,0,1,0,0,0,0,1,0
1254,0,1,1,0,55,1,0,0,0,1,1,1,0,0,88,4805.3,0,0,1,0,0,0,1,0,1,0,0
1255,0,0,0,0,2,0,0,0,0,0,1,0,0,1,30,59.05,1,1,0,0,1,0,0,0,0,1,0
1256,0,0,1,1,72,1,1,1,0,1,1,1,1,1,85,6110.75,0,1,0,0,0,0,1,0,1,0,0
1257,0,1,0,0,45,0,0,0,0,0,0,0,1,0,34,1596.6,0,1,0,0,0,1,0,0,0,1,0
1258,0,0,0,0,47,1,0,0,0,0,0,0,0,0,20,1046.2,0,0,0,1,0,0,1,0,0,0,1
1259,0,1,0,0,46,1,0,0,1,0,0,1,1,0,95,4424.2,1,0,1,0,0,1,0,0,1,0,0
1260,1,0,0,0,2,1,0,0,1,0,0,0,0,1,50,92.75,0,1,0,0,1,0,0,0,0,0,1
1261,0,0,1,0,2,1,0,1,0,0,1,0,0,1,80,194.55,0,0,1,0,1,0,0,0,0,1,0
1262,0,0,1,0,12,1,0,0,1,0,0,0,0,1,51,612.1,0,1,0,0,1,0,0,0,0,1,0
1263,0,1,1,0,68,1,1,0,1,0,0,0,1,1,89,6127.6,1,0,1,0,1,0,0,1,0,0,0
1264,1,0,1,1,69,1,0,0,0,0,1,1,1,1,95,6671.7,0,0,1,0,0,0,1,0,1,0,0
1265,1,1,0,1,56,1,0,1,0,0,0,1,1,0,94,5264.3,0,0,1,0,0,1,0,0,1,0,0
1266,0,1,0,0,4,1,1,1,0,0,0,0,0,1,80,303.7,0,0,1,0,1,0,0,0,0,1,0
1267,1,0,1,0,64,1,1,0,1,1,1,1,0,1,76,4818.8,0,1,0,0,0,0,1,1,0,0,0
1268,1,0,1,0,59,1,1,1,1,1,0,1,1,1,110,6448.05,1,0,1,0,0,1,0,0,0,1,0
1269,1,0,1,1,62,1,1,1,1,1,1,1,1,0,115,7159.05,0,0,1,0,0,0,1,1,0,0,0
1270,1,0,1,1,63,1,1,0,0,0,0,0,0,0,24,1574.5,0,0,0,1,0,0,1,0,1,0,0
1271,0,0,0,0,53,0,0,1,1,1,1,1,0,1,53,2879.2,0,1,0,0,0,1,0,0,0,1,0
1272,1,0,1,1,5,1,0,0,0,0,0,0,0,0,19,86.05,0,0,0,1,1,0,0,0,0,0,1
1273,1,1,1,0,49,1,1,1,1,1,0,0,0,1,88,4159.45,0,0,1,0,1,0,0,0,0,1,0
1274,0,0,1,1,62,1,1,1,0,0,0,1,1,1,101,6638.35,0,0,1,0,0,0,1,1,0,0,0
1275,0,0,1,0,55,1,0,1,1,0,1,0,0,0,56,3112.05,0,1,0,0,0,0,1,0,0,0,1
1276,0,1,1,0,71,1,0,1,1,1,1,1,0,1,99,7168.25,0,0,1,0,0,0,1,0,0,1,0
1277,0,0,1,1,72,1,0,0,0,0,0,0,0,1,20,1326.25,0,0,0,1,0,0,1,0,1,0,0
1278,1,0,1,1,36,0,0,1,0,1,1,1,1,0,60,2234.55,0,1,0,0,0,1,0,0,1,0,0
1279,1,0,1,0,25,1,0,0,0,0,0,0,0,1,20,495.15,0,0,0,1,0,1,0,1,0,0,0
1280,0,1,1,0,72,1,1,1,1,1,1,1,1,1,114,8317.95,0,0,1,0,0,0,1,1,0,0,0
1281,0,0,0,0,36,1,0,0,0,0,0,0,0,1,19,679.8,0,0,0,1,0,1,0,1,0,0,0
1282,1,0,0,0,1,1,0,0,0,0,0,1,1,1,62,62.8,0,1,0,0,1,0,0,0,0,0,1
1283,0,0,1,0,72,1,1,1,0,1,0,1,1,1,105,7544.0,0,0,1,0,0,0,1,0,0,1,0
1284,1,0,1,1,59,1,0,0,0,0,0,0,0,0,19,1188.25,0,0,0,1,0,0,1,0,0,0,1
1285,1,1,1,0,7,1,0,0,0,0,0,1,1,1,89,676.7,1,0,1,0,1,0,0,0,0,1,0
1286,0,0,0,0,1,1,0,0,0,1,1,1,1,0,74,74.1,0,1,0,0,0,1,0,0,1,0,0
1287,0,0,1,1,30,1,1,0,1,1,1,1,1,1,107,3242.5,0,0,1,0,1,0,0,0,0,1,0
1288,1,0,0,0,64,1,0,0,0,0,0,0,0,0,19,1240.15,0,0,0,1,0,0,1,0,0,0,1
1289,1,0,0,0,63,1,1,1,1,1,1,0,0,0,68,4111.35,0,1,0,0,0,1,0,1,0,0,0
1290,1,1,1,0,72,1,1,1,1,1,0,1,1,0,84,5899.85,0,1,0,0,0,0,1,0,1,0,0
1291,1,0,1,0,8,1,0,1,0,0,0,0,0,0,75,632.95,1,0,1,0,1,0,0,0,0,1,0
1292,0,0,0,0,62,1,1,0,1,1,1,1,1,0,84,5193.2,0,1,0,0,0,0,1,1,0,0,0
1293,1,0,1,1,67,1,1,0,1,1,1,1,1,1,111,7530.8,0,0,1,0,0,0,1,1,0,0,0
1294,1,0,0,0,6,1,0,0,0,0,0,0,0,0,44,270.95,1,1,0,0,1,0,0,0,0,1,0
1295,0,0,1,1,70,1,1,1,0,0,1,1,1,1,80,5460.2,0,1,0,0,0,0,1,1,0,0,0
1296,0,1,0,0,20,1,0,0,0,0,0,1,0,0,80,1614.2,0,0,1,0,1,0,0,1,0,0,0
1297,0,0,0,0,5,1,1,0,0,0,0,0,0,0,75,402.5,0,0,1,0,1,0,0,0,0,1,0
1298,0,0,1,1,24,0,0,1,1,1,0,1,1,0,57,1367.75,0,1,0,0,0,1,0,0,0,1,0
1299,0,0,1,0,11,1,0,0,0,0,0,0,0,1,44,483.7,1,1,0,0,1,0,0,0,0,1,0
1300,1,0,1,0,72,1,1,0,1,1,1,1,1,1,110,7962.2,0,0,1,0,0,0,1,0,1,0,0
1301,0,0,1,1,66,1,0,1,1,0,1,0,0,1,58,3810.8,0,1,0,0,0,0,1,0,1,0,0
1302,0,0,1,1,45,1,0,1,0,1,1,1,1,1,81,3533.6,0,1,0,0,0,0,1,0,0,0,1
1303,0,0,1,1,69,1,0,0,0,0,0,0,0,0,19,1396.9,0,0,0,1,0,0,1,1,0,0,0
1304,1,1,1,0,15,1,1,0,0,0,0,0,1,1,85,1345.55,1,0,1,0,1,0,0,1,0,0,0
1305,0,0,0,0,28,1,0,0,0,1,0,1,0,1,59,1646.45,0,1,0,0,1,0,0,1,0,0,0
1306,0,0,0,0,70,1,1,1,1,1,1,1,1,0,115,8127.6,1,0,1,0,0,1,0,0,1,0,0
1307,0,0,0,0,36,1,0,1,1,1,1,0,1,1,75,2680.15,0,1,0,0,0,1,0,0,0,0,1
1308,1,1,0,0,16,1,1,0,0,0,0,1,0,1,86,1281.0,1,0,1,0,1,0,0,0,0,1,0
1309,0,0,0,0,18,1,1,0,0,0,0,1,0,1,85,1553.9,1,0,1,0,1,0,0,0,0,1,0
1310,0,0,1,0,34,1,1,0,0,0,0,1,1,1,97,3207.55,1,0,1,0,1,0,0,0,0,1,0
1311,1,0,1,1,42,0,0,0,1,1,0,0,1,1,45,2049.05,0,1,0,0,0,1,0,0,1,0,0
1312,1,0,0,0,48,1,1,1,0,0,1,0,1,1,70,3629.2,0,1,0,0,0,1,0,1,0,0,0
1313,1,0,1,0,47,1,1,0,1,1,1,1,1,1,109,5124.55,1,0,1,0,1,0,0,0,0,1,0
1314,0,0,1,1,39,1,1,0,1,1,1,0,0,1,89,3474.45,1,0,1,0,0,1,0,0,0,1,0
1315,0,0,1,1,11,1,0,0,0,0,0,0,0,0,20,202.3,0,0,0,1,0,0,1,0,1,0,0
1316,1,0,0,0,7,1,0,0,0,0,0,0,0,1,19,147.5,0,0,0,1,1,0,0,0,0,0,1
1317,0,0,0,0,3,1,1,0,0,0,0,0,0,0,24,86.35,0,0,0,1,1,0,0,0,0,0,1
1318,1,0,0,0,8,1,0,1,0,1,0,0,1,1,66,579.0,0,1,0,0,1,0,0,0,0,1,0
1319,1,0,0,1,1,1,0,0,0,0,0,0,0,1,19,19.45,1,0,0,1,1,0,0,0,0,0,1
1320,1,0,1,1,32,1,0,1,1,1,0,0,1,0,94,3131.55,0,0,1,0,0,1,0,0,0,0,1
1321,1,0,1,1,60,1,0,1,1,1,1,0,0,1,65,3928.3,0,1,0,0,0,1,0,1,0,0,0
1322,0,0,1,0,10,1,0,0,0,0,0,0,0,1,19,187.75,0,0,0,1,1,0,0,1,0,0,0
1323,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24,1710.15,0,0,0,1,0,0,1,1,0,0,0
1324,0,0,1,1,4,1,0,0,0,0,0,0,0,0,20,76.35,1,0,0,1,1,0,0,0,0,0,1
1325,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69,69.25,1,0,1,0,1,0,0,0,0,1,0
1326,0,0,1,1,43,0,0,1,1,0,1,1,0,1,51,2151.6,0,1,0,0,0,1,0,1,0,0,0
1327,1,0,1,0,59,1,1,0,0,1,0,1,1,1,99,5961.1,1,0,1,0,0,1,0,1,0,0,0
1328,0,0,1,0,23,1,0,0,0,1,1,0,0,0,54,1221.55,0,1,0,0,1,0,0,0,0,1,0
1329,0,0,1,0,72,1,0,0,0,0,0,0,0,0,19,1496.45,0,0,0,1,0,0,1,1,0,0,0
1330,1,0,1,0,22,1,0,1,0,0,1,0,0,1,56,1292.2,0,1,0,0,0,1,0,0,1,0,0
1331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,25.15,0,1,0,0,1,0,0,0,0,0,1
1332,1,0,0,0,69,1,1,0,0,0,0,0,0,0,23,1713.1,0,0,0,1,0,0,1,1,0,0,0
1333,1,0,0,0,50,0,0,1,0,0,1,0,0,1,35,1748.9,0,1,0,0,0,1,0,0,0,0,1
1334,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25,25.2,1,1,0,0,1,0,0,0,0,1,0
1335,1,0,0,0,2,1,0,0,0,0,0,0,0,1,45,96.45,1,1,0,0,1,0,0,0,0,0,1
1336,0,0,1,0,15,1,0,0,1,0,0,0,0,0,75,1114.55,0,0,1,0,1,0,0,1,0,0,0
1337,1,0,0,0,31,1,0,0,0,0,0,0,0,0,20,609.1,0,0,0,1,0,0,1,1,0,0,0
1338,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.15,1,0,0,1,1,0,0,0,0,0,1
1339,1,0,1,0,66,1,1,0,1,1,0,1,1,1,105,7133.25,1,0,1,0,1,0,0,0,1,0,0
1341,1,0,0,1,3,1,0,0,0,0,0,1,0,1,54,169.45,1,1,0,0,1,0,0,0,1,0,0
1342,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20,141.6,0,0,0,1,0,0,1,0,0,0,1
1343,1,0,1,1,64,1,0,1,0,1,0,1,1,1,73,4688.65,0,1,0,0,0,1,0,0,1,0,0
1344,0,0,1,0,28,1,0,0,0,0,0,0,0,0,20,563.05,0,0,0,1,1,0,0,0,0,0,1
1345,0,0,1,0,57,1,1,0,0,1,0,1,1,1,100,5985.0,0,0,1,0,0,1,0,0,1,0,0
1346,0,0,1,1,14,1,1,0,0,1,0,0,1,1,87,1258.6,1,0,1,0,1,0,0,0,0,1,0
1347,1,0,0,0,19,1,0,0,0,0,0,0,0,1,19,373.5,0,0,0,1,0,0,1,0,0,0,1
1348,1,0,1,0,10,1,0,0,0,0,0,1,0,1,79,857.2,1,0,1,0,1,0,0,0,0,1,0
1349,0,0,1,0,51,0,0,0,1,0,0,1,1,1,49,2553.35,0,1,0,0,1,0,0,0,0,1,0
1350,0,0,1,0,67,1,1,1,1,1,0,0,0,0,65,4322.85,0,1,0,0,0,0,1,0,0,0,1
1351,1,0,1,1,11,1,0,0,0,0,0,0,0,1,20,250.8,0,0,0,1,1,0,0,0,0,1,0
1352,1,0,1,1,72,0,0,1,0,1,1,1,1,0,60,4549.05,0,1,0,0,0,0,1,1,0,0,0
1353,1,0,1,1,66,1,0,0,0,0,0,0,0,1,20,1359.5,0,0,0,1,0,1,0,0,0,1,0
1354,0,0,0,0,18,1,1,0,0,0,1,1,0,1,88,1639.3,1,0,1,0,1,0,0,0,0,1,0
1355,0,0,0,0,9,1,0,0,0,0,0,0,0,1,19,178.85,0,0,0,1,1,0,0,0,0,1,0
1356,0,0,0,0,9,1,1,0,0,0,0,0,0,1,75,633.85,0,0,1,0,1,0,0,0,1,0,0
1357,1,0,1,0,48,1,1,1,1,1,0,1,1,1,111,5315.1,0,0,1,0,1,0,0,1,0,0,0
1358,1,0,0,0,10,1,0,0,0,0,0,0,0,0,70,735.5,0,0,1,0,1,0,0,0,0,0,1
1359,0,0,0,0,9,1,1,0,0,0,0,1,1,1,94,889.9,1,0,1,0,1,0,0,0,0,1,0
1360,0,1,0,0,13,1,1,0,0,0,0,1,1,1,95,1290.0,1,0,1,0,1,0,0,0,0,1,0
1361,1,0,0,0,4,1,1,0,1,0,0,0,0,0,78,330.05,1,0,1,0,1,0,0,0,0,1,0
1362,1,0,0,0,4,1,0,0,0,0,0,0,0,1,70,237.95,1,0,1,0,1,0,0,0,0,1,0
1363,0,0,1,0,72,1,1,1,1,1,1,1,1,0,92,6474.4,0,1,0,0,0,0,1,1,0,0,0
1364,0,0,1,1,51,1,0,1,1,1,1,1,1,0,85,4421.95,0,1,0,0,0,0,1,0,1,0,0
1365,1,0,1,0,59,0,0,0,1,0,0,0,1,1,41,2452.7,1,1,0,0,1,0,0,1,0,0,0
1366,1,0,1,0,10,1,1,0,0,0,0,1,0,1,85,813.85,1,0,1,0,1,0,0,0,0,1,0
1367,1,1,1,0,61,1,1,0,1,0,0,0,0,1,82,4904.85,0,0,1,0,1,0,0,0,0,1,0
1368,1,0,0,0,54,1,0,1,0,1,1,0,0,0,84,4484.05,0,0,1,0,0,1,0,0,0,1,0
1369,0,0,0,0,33,1,1,1,1,0,0,0,0,1,60,2033.85,0,1,0,0,1,0,0,0,0,0,1
1370,0,0,0,0,27,1,0,0,0,0,0,0,0,1,20,538.2,0,0,0,1,0,0,1,1,0,0,0
1371,0,1,0,0,1,1,0,0,0,0,0,1,0,1,79,79.2,1,0,1,0,1,0,0,0,0,1,0
1372,1,0,0,0,23,1,0,0,1,0,0,1,1,0,95,2192.9,0,0,1,0,1,0,0,0,0,0,1
1373,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19,19.85,0,0,0,1,1,0,0,0,0,0,1
1374,1,0,1,1,45,1,0,1,1,1,1,1,1,1,84,3858.05,0,1,0,0,0,0,1,0,0,0,1
1375,0,0,1,1,39,1,0,0,0,0,0,0,0,1,19,854.8,0,0,0,1,0,0,1,1,0,0,0
1376,1,0,0,0,5,1,0,0,0,1,0,1,1,1,70,347.4,1,1,0,0,0,1,0,0,0,0,1
1377,1,0,1,1,72,1,1,1,1,1,1,1,0,0,82,5815.15,0,1,0,0,0,0,1,1,0,0,0
1378,0,0,1,1,58,1,1,0,1,0,0,1,0,1,66,3970.4,0,1,0,0,1,0,0,1,0,0,0
1379,0,0,0,0,70,0,0,1,1,1,1,0,0,1,44,3058.15,0,1,0,0,0,0,1,1,0,0,0
1380,1,0,1,1,61,1,0,0,1,0,1,1,1,1,98,6145.2,0,0,1,0,0,1,0,1,0,0,0
1381,1,0,0,0,2,1,0,0,0,0,0,0,0,0,70,129.2,0,0,1,0,1,0,0,0,0,0,1
1382,0,0,1,1,46,1,1,0,0,0,0,0,0,0,24,1165.9,0,0,0,1,0,1,0,0,0,0,1
1383,0,0,0,0,1,1,1,0,0,0,0,0,0,1,49,49.95,1,1,0,0,1,0,0,1,0,0,0
1384,0,0,1,0,22,1,0,0,0,0,0,0,0,1,69,1554.0,1,0,1,0,1,0,0,0,0,1,0
1385,0,0,0,0,48,1,0,1,0,1,1,1,1,1,102,4904.25,0,0,1,0,0,0,1,0,1,0,0
1386,1,0,0,0,64,1,1,0,1,1,1,1,1,0,86,5632.55,0,1,0,0,0,0,1,0,1,0,0
1387,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24,1643.25,0,0,0,1,0,0,1,1,0,0,0
1388,0,0,1,1,12,1,0,0,0,1,0,1,0,1,58,740.55,0,1,0,0,1,0,0,0,1,0,0
1389,0,1,1,0,34,1,1,0,1,1,0,0,1,1,94,3217.55,1,0,1,0,1,0,0,0,0,1,0
1390,0,0,1,1,72,1,0,1,1,1,0,0,1,0,68,4888.2,0,1,0,0,0,0,1,0,1,0,0
1391,1,0,1,0,29,1,1,0,1,1,0,0,0,1,85,2440.25,0,0,1,0,1,0,0,0,0,1,0
1392,1,0,1,1,33,1,0,0,0,0,0,0,0,0,20,620.55,0,0,0,1,0,1,0,0,1,0,0
1393,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.35,0,0,0,1,1,0,0,0,0,0,1
1394,0,0,1,1,62,1,1,0,1,1,1,1,1,1,110,6840.95,0,0,1,0,0,1,0,0,0,1,0
1395,1,0,1,0,41,1,1,0,0,1,0,1,1,1,73,3001.2,1,1,0,0,0,1,0,0,0,1,0
1396,0,0,0,0,64,1,1,0,0,1,0,1,1,1,100,6254.2,1,0,1,0,0,1,0,0,1,0,0
1397,0,0,0,0,4,1,0,0,0,1,0,0,1,1,82,319.6,0,0,1,0,1,0,0,0,1,0,0
1398,0,0,0,0,24,1,1,1,0,0,1,0,0,1,84,1938.05,0,0,1,0,1,0,0,0,0,1,0
1399,0,0,1,1,14,1,0,0,0,0,0,0,0,0,19,294.5,0,0,0,1,0,1,0,0,0,0,1
1400,1,0,0,1,3,1,0,0,0,0,0,0,0,0,19,58.3,0,0,0,1,1,0,0,0,0,0,1
1401,0,1,0,0,4,1,0,0,1,1,0,1,1,1,99,442.85,1,0,1,0,1,0,0,0,1,0,0
1402,0,0,0,1,18,0,0,0,0,0,0,0,1,1,35,553.0,1,1,0,0,1,0,0,0,0,1,0
1403,1,0,0,0,8,1,0,0,0,0,0,1,1,1,66,546.45,0,1,0,0,1,0,0,0,0,1,0
1404,0,0,0,0,35,1,1,0,0,0,0,0,0,0,23,797.1,0,0,0,1,0,0,1,1,0,0,0
1405,0,0,0,0,1,1,1,0,0,0,0,0,0,0,76,76.0,1,0,1,0,1,0,0,0,0,1,0
1406,1,0,0,1,66,1,1,0,0,0,0,0,0,1,25,1673.8,0,0,0,1,0,0,1,0,1,0,0
1407,1,0,0,1,8,0,0,1,0,0,1,0,1,1,44,343.45,0,1,0,0,0,0,1,0,0,0,1
1408,0,0,1,0,71,1,1,1,0,1,0,1,1,1,104,7412.25,0,0,1,0,0,1,0,0,1,0,0
1409,0,0,1,1,43,1,1,0,0,1,0,0,1,1,92,4039.0,0,0,1,0,1,0,0,1,0,0,0
1410,0,1,0,0,2,1,1,0,0,0,0,1,1,1,93,170.85,1,0,1,0,1,0,0,0,0,1,0
